id,visitors
air_646b93e336f0dded_2017-05-06,7.835
air_646b93e336f0dded_2017-05-07,4.417
air_646b93e336f0dded_2017-05-08,5.807
air_646b93e336f0dded_2017-05-09,7.434
air_646b93e336f0dded_2017-05-10,8.904
air_646b93e336f0dded_2017-05-11,6.725
air_646b93e336f0dded_2017-05-12,7.271
air_646b93e336f0dded_2017-05-13,7.835
air_646b93e336f0dded_2017-05-14,4.417
air_646b93e336f0dded_2017-05-15,5.807
air_646b93e336f0dded_2017-05-16,7.434
air_646b93e336f0dded_2017-05-17,8.904
air_646b93e336f0dded_2017-05-18,4.628
air_646b93e336f0dded_2017-05-19,7.271
air_646b93e336f0dded_2017-05-20,7.835
air_646b93e336f0dded_2017-05-21,4.417
air_646b93e336f0dded_2017-05-22,5.807
air_646b93e336f0dded_2017-05-23,7.434
air_646b93e336f0dded_2017-05-24,8.904
air_646b93e336f0dded_2017-05-25,4.628
air_646b93e336f0dded_2017-05-26,7.271
air_646b93e336f0dded_2017-05-27,7.835
air_646b93e336f0dded_2017-05-28,4.417
air_646b93e336f0dded_2017-05-29,5.807
air_646b93e336f0dded_2017-05-30,7.434
air_646b93e336f0dded_2017-05-31,8.904
air_64a5d5c1381837af_2017-04-23,42.679
air_64a5d5c1381837af_2017-04-24,28.906
air_64a5d5c1381837af_2017-04-25,30.080
air_64a5d5c1381837af_2017-04-26,34.107
air_64a5d5c1381837af_2017-04-27,34.166
air_64a5d5c1381837af_2017-04-28,43.221
air_64a5d5c1381837af_2017-04-29,52.501
air_64a5d5c1381837af_2017-04-30,42.679
air_64a5d5c1381837af_2017-05-01,28.906
air_64a5d5c1381837af_2017-05-02,30.080
air_64a5d5c1381837af_2017-05-03,34.107
air_64a5d5c1381837af_2017-05-04,34.166
air_64a5d5c1381837af_2017-05-05,43.221
air_64a5d5c1381837af_2017-05-06,52.501
air_64a5d5c1381837af_2017-05-07,42.679
air_64a5d5c1381837af_2017-05-08,28.906
air_64a5d5c1381837af_2017-05-09,30.080
air_64a5d5c1381837af_2017-05-10,34.107
air_64a5d5c1381837af_2017-05-11,34.166
air_64a5d5c1381837af_2017-05-12,43.221
air_64a5d5c1381837af_2017-05-13,52.501
air_64a5d5c1381837af_2017-05-14,42.679
air_64a5d5c1381837af_2017-05-15,28.906
air_64a5d5c1381837af_2017-05-16,30.080
air_64a5d5c1381837af_2017-05-17,34.107
air_64a5d5c1381837af_2017-05-18,34.166
air_64a5d5c1381837af_2017-05-19,43.221
air_64a5d5c1381837af_2017-05-20,52.501
air_64a5d5c1381837af_2017-05-21,42.679
air_64a5d5c1381837af_2017-05-22,28.906
air_64a5d5c1381837af_2017-05-23,30.080
air_64a5d5c1381837af_2017-05-24,34.107
air_64a5d5c1381837af_2017-05-25,34.166
air_64a5d5c1381837af_2017-05-26,43.221
air_64a5d5c1381837af_2017-05-27,52.501
air_64a5d5c1381837af_2017-05-28,42.679
air_64a5d5c1381837af_2017-05-29,28.906
air_64a5d5c1381837af_2017-05-30,30.080
air_64a5d5c1381837af_2017-05-31,34.107
air_64d4491ad8cdb1c6_2017-04-23,5.747
air_64d4491ad8cdb1c6_2017-04-24,6.124
air_64d4491ad8cdb1c6_2017-04-25,12.926
air_64d4491ad8cdb1c6_2017-04-26,13.509
air_64d4491ad8cdb1c6_2017-04-27,13.108
air_64d4491ad8cdb1c6_2017-04-28,19.503
air_64d4491ad8cdb1c6_2017-04-29,17.407
air_64d4491ad8cdb1c6_2017-04-30,5.747
air_64d4491ad8cdb1c6_2017-05-01,6.124
air_64d4491ad8cdb1c6_2017-05-02,12.926
air_64d4491ad8cdb1c6_2017-05-03,13.509
air_64d4491ad8cdb1c6_2017-05-04,13.108
air_64d4491ad8cdb1c6_2017-05-05,19.503
air_64d4491ad8cdb1c6_2017-05-06,17.407
air_64d4491ad8cdb1c6_2017-05-07,5.747
air_64d4491ad8cdb1c6_2017-05-08,6.124
air_64d4491ad8cdb1c6_2017-05-09,12.926
air_64d4491ad8cdb1c6_2017-05-10,13.509
air_64d4491ad8cdb1c6_2017-05-11,13.108
air_64d4491ad8cdb1c6_2017-05-12,19.503
air_64d4491ad8cdb1c6_2017-05-13,17.407
air_64d4491ad8cdb1c6_2017-05-14,5.747
air_64d4491ad8cdb1c6_2017-05-15,6.124
air_64d4491ad8cdb1c6_2017-05-16,12.926
air_64d4491ad8cdb1c6_2017-05-17,13.509
air_64d4491ad8cdb1c6_2017-05-18,13.108
air_64d4491ad8cdb1c6_2017-05-19,19.503
air_64d4491ad8cdb1c6_2017-05-20,17.407
air_64d4491ad8cdb1c6_2017-05-21,5.747
air_64d4491ad8cdb1c6_2017-05-22,6.124
air_64d4491ad8cdb1c6_2017-05-23,12.926
air_64d4491ad8cdb1c6_2017-05-24,13.509
air_64d4491ad8cdb1c6_2017-05-25,13.108
air_64d4491ad8cdb1c6_2017-05-26,19.503
air_64d4491ad8cdb1c6_2017-05-27,17.407
air_64d4491ad8cdb1c6_2017-05-28,5.747
air_64d4491ad8cdb1c6_2017-05-29,6.124
air_64d4491ad8cdb1c6_2017-05-30,12.926
air_64d4491ad8cdb1c6_2017-05-31,13.509
air_650f9b9de0c5542c_2017-04-23,20.718
air_650f9b9de0c5542c_2017-04-24,1.249
air_650f9b9de0c5542c_2017-04-25,18.731
air_650f9b9de0c5542c_2017-04-26,23.549
air_650f9b9de0c5542c_2017-04-27,20.402
air_650f9b9de0c5542c_2017-04-28,23.907
air_650f9b9de0c5542c_2017-04-29,24.164
air_650f9b9de0c5542c_2017-04-30,20.718
air_650f9b9de0c5542c_2017-05-01,1.249
air_650f9b9de0c5542c_2017-05-02,18.731
air_650f9b9de0c5542c_2017-05-03,23.549
air_650f9b9de0c5542c_2017-05-04,20.402
air_650f9b9de0c5542c_2017-05-05,23.907
air_650f9b9de0c5542c_2017-05-06,24.164
air_650f9b9de0c5542c_2017-05-07,20.718
air_650f9b9de0c5542c_2017-05-08,1.249
air_650f9b9de0c5542c_2017-05-09,18.731
air_650f9b9de0c5542c_2017-05-10,23.549
air_650f9b9de0c5542c_2017-05-11,20.402
air_650f9b9de0c5542c_2017-05-12,23.907
air_650f9b9de0c5542c_2017-05-13,24.164
air_650f9b9de0c5542c_2017-05-14,20.718
air_650f9b9de0c5542c_2017-05-15,1.249
air_650f9b9de0c5542c_2017-05-16,18.731
air_650f9b9de0c5542c_2017-05-17,23.549
air_650f9b9de0c5542c_2017-05-18,20.402
air_650f9b9de0c5542c_2017-05-19,23.907
air_650f9b9de0c5542c_2017-05-20,24.164
air_650f9b9de0c5542c_2017-05-21,20.718
air_650f9b9de0c5542c_2017-05-22,1.249
air_650f9b9de0c5542c_2017-05-23,18.731
air_650f9b9de0c5542c_2017-05-24,23.549
air_650f9b9de0c5542c_2017-05-25,20.402
air_650f9b9de0c5542c_2017-05-26,23.907
air_650f9b9de0c5542c_2017-05-27,24.164
air_650f9b9de0c5542c_2017-05-28,20.718
air_650f9b9de0c5542c_2017-05-29,1.249
air_650f9b9de0c5542c_2017-05-30,18.731
air_650f9b9de0c5542c_2017-05-31,23.549
air_657a0748462f85de_2017-04-23,7.204
air_657a0748462f85de_2017-04-24,2.178
air_657a0748462f85de_2017-04-25,6.356
air_657a0748462f85de_2017-04-26,6.417
air_657a0748462f85de_2017-04-27,6.040
air_657a0748462f85de_2017-04-28,6.943
air_657a0748462f85de_2017-04-29,9.344
air_657a0748462f85de_2017-04-30,7.204
air_657a0748462f85de_2017-05-01,2.178
air_657a0748462f85de_2017-05-02,6.356
air_657a0748462f85de_2017-05-03,6.417
air_657a0748462f85de_2017-05-04,6.040
air_657a0748462f85de_2017-05-05,6.943
air_657a0748462f85de_2017-05-06,9.344
air_657a0748462f85de_2017-05-07,7.204
air_657a0748462f85de_2017-05-08,2.178
air_657a0748462f85de_2017-05-09,6.356
air_657a0748462f85de_2017-05-10,6.417
air_657a0748462f85de_2017-05-11,6.040
air_657a0748462f85de_2017-05-12,6.943
air_657a0748462f85de_2017-05-13,9.344
air_657a0748462f85de_2017-05-14,7.204
air_657a0748462f85de_2017-05-15,2.178
air_657a0748462f85de_2017-05-16,6.356
air_657a0748462f85de_2017-05-17,6.417
air_657a0748462f85de_2017-05-18,6.040
air_657a0748462f85de_2017-05-19,6.943
air_657a0748462f85de_2017-05-20,9.344
air_657a0748462f85de_2017-05-21,7.204
air_657a0748462f85de_2017-05-22,2.178
air_657a0748462f85de_2017-05-23,6.356
air_657a0748462f85de_2017-05-24,6.417
air_657a0748462f85de_2017-05-25,6.040
air_657a0748462f85de_2017-05-26,6.943
air_657a0748462f85de_2017-05-27,9.344
air_657a0748462f85de_2017-05-28,7.204
air_657a0748462f85de_2017-05-29,2.178
air_657a0748462f85de_2017-05-30,6.356
air_657a0748462f85de_2017-05-31,6.417
air_65e294f1ae6df9c3_2017-04-23,0.000
air_65e294f1ae6df9c3_2017-04-24,14.623
air_65e294f1ae6df9c3_2017-04-25,14.570
air_65e294f1ae6df9c3_2017-04-26,16.047
air_65e294f1ae6df9c3_2017-04-27,16.536
air_65e294f1ae6df9c3_2017-04-28,20.462
air_65e294f1ae6df9c3_2017-04-29,24.803
air_65e294f1ae6df9c3_2017-04-30,0.000
air_65e294f1ae6df9c3_2017-05-01,14.623
air_65e294f1ae6df9c3_2017-05-02,14.570
air_65e294f1ae6df9c3_2017-05-03,16.047
air_65e294f1ae6df9c3_2017-05-04,16.536
air_65e294f1ae6df9c3_2017-05-05,20.462
air_65e294f1ae6df9c3_2017-05-06,24.803
air_65e294f1ae6df9c3_2017-05-07,0.000
air_65e294f1ae6df9c3_2017-05-08,14.623
air_65e294f1ae6df9c3_2017-05-09,14.570
air_65e294f1ae6df9c3_2017-05-10,16.047
air_65e294f1ae6df9c3_2017-05-11,16.536
air_65e294f1ae6df9c3_2017-05-12,20.462
air_65e294f1ae6df9c3_2017-05-13,24.803
air_65e294f1ae6df9c3_2017-05-14,0.000
air_65e294f1ae6df9c3_2017-05-15,14.623
air_65e294f1ae6df9c3_2017-05-16,14.570
air_65e294f1ae6df9c3_2017-05-17,16.047
air_65e294f1ae6df9c3_2017-05-18,16.536
air_65e294f1ae6df9c3_2017-05-19,20.462
air_65e294f1ae6df9c3_2017-05-20,24.803
air_65e294f1ae6df9c3_2017-05-21,0.000
air_65e294f1ae6df9c3_2017-05-22,14.623
air_65e294f1ae6df9c3_2017-05-23,14.570
air_65e294f1ae6df9c3_2017-05-24,16.047
air_65e294f1ae6df9c3_2017-05-25,16.536
air_65e294f1ae6df9c3_2017-05-26,20.462
air_65e294f1ae6df9c3_2017-05-27,24.803
air_65e294f1ae6df9c3_2017-05-28,0.000
air_65e294f1ae6df9c3_2017-05-29,14.623
air_65e294f1ae6df9c3_2017-05-30,14.570
air_65e294f1ae6df9c3_2017-05-31,16.047
air_6607fe3671242ce3_2017-04-23,51.414
air_6607fe3671242ce3_2017-04-24,20.792
air_6607fe3671242ce3_2017-04-25,22.797
air_6607fe3671242ce3_2017-04-26,27.770
air_6607fe3671242ce3_2017-04-27,29.915
air_6607fe3671242ce3_2017-04-28,33.144
air_6607fe3671242ce3_2017-04-29,50.261
air_6607fe3671242ce3_2017-04-30,51.414
air_6607fe3671242ce3_2017-05-01,20.792
air_6607fe3671242ce3_2017-05-02,22.797
air_6607fe3671242ce3_2017-05-03,27.770
air_6607fe3671242ce3_2017-05-04,29.915
air_6607fe3671242ce3_2017-05-05,33.144
air_6607fe3671242ce3_2017-05-06,50.261
air_6607fe3671242ce3_2017-05-07,51.414
air_6607fe3671242ce3_2017-05-08,20.792
air_6607fe3671242ce3_2017-05-09,22.797
air_6607fe3671242ce3_2017-05-10,27.770
air_6607fe3671242ce3_2017-05-11,29.915
air_6607fe3671242ce3_2017-05-12,33.144
air_6607fe3671242ce3_2017-05-13,50.261
air_6607fe3671242ce3_2017-05-14,51.414
air_6607fe3671242ce3_2017-05-15,20.792
air_6607fe3671242ce3_2017-05-16,22.797
air_6607fe3671242ce3_2017-05-17,27.770
air_6607fe3671242ce3_2017-05-18,29.915
air_6607fe3671242ce3_2017-05-19,33.144
air_6607fe3671242ce3_2017-05-20,50.261
air_6607fe3671242ce3_2017-05-21,51.414
air_6607fe3671242ce3_2017-05-22,20.792
air_6607fe3671242ce3_2017-05-23,22.797
air_6607fe3671242ce3_2017-05-24,27.770
air_6607fe3671242ce3_2017-05-25,29.915
air_6607fe3671242ce3_2017-05-26,33.144
air_6607fe3671242ce3_2017-05-27,50.261
air_6607fe3671242ce3_2017-05-28,51.414
air_6607fe3671242ce3_2017-05-29,20.792
air_6607fe3671242ce3_2017-05-30,22.797
air_6607fe3671242ce3_2017-05-31,27.770
air_670a0c1c4108bcea_2017-04-23,11.549
air_670a0c1c4108bcea_2017-04-24,17.756
air_670a0c1c4108bcea_2017-04-25,20.968
air_670a0c1c4108bcea_2017-04-26,21.603
air_670a0c1c4108bcea_2017-04-27,22.321
air_670a0c1c4108bcea_2017-04-28,26.367
air_670a0c1c4108bcea_2017-04-29,22.101
air_670a0c1c4108bcea_2017-04-30,11.549
air_670a0c1c4108bcea_2017-05-01,17.756
air_670a0c1c4108bcea_2017-05-02,20.968
air_670a0c1c4108bcea_2017-05-03,21.603
air_670a0c1c4108bcea_2017-05-04,22.321
air_670a0c1c4108bcea_2017-05-05,26.367
air_670a0c1c4108bcea_2017-05-06,22.101
air_670a0c1c4108bcea_2017-05-07,11.549
air_670a0c1c4108bcea_2017-05-08,17.756
air_670a0c1c4108bcea_2017-05-09,20.968
air_670a0c1c4108bcea_2017-05-10,21.603
air_670a0c1c4108bcea_2017-05-11,22.321
air_670a0c1c4108bcea_2017-05-12,26.367
air_670a0c1c4108bcea_2017-05-13,22.101
air_670a0c1c4108bcea_2017-05-14,11.549
air_670a0c1c4108bcea_2017-05-15,17.756
air_670a0c1c4108bcea_2017-05-16,20.968
air_670a0c1c4108bcea_2017-05-17,21.603
air_670a0c1c4108bcea_2017-05-18,22.321
air_670a0c1c4108bcea_2017-05-19,26.367
air_670a0c1c4108bcea_2017-05-20,22.101
air_670a0c1c4108bcea_2017-05-21,11.549
air_670a0c1c4108bcea_2017-05-22,17.756
air_670a0c1c4108bcea_2017-05-23,20.968
air_670a0c1c4108bcea_2017-05-24,21.603
air_670a0c1c4108bcea_2017-05-25,22.321
air_670a0c1c4108bcea_2017-05-26,26.367
air_670a0c1c4108bcea_2017-05-27,22.101
air_670a0c1c4108bcea_2017-05-28,11.549
air_670a0c1c4108bcea_2017-05-29,17.756
air_670a0c1c4108bcea_2017-05-30,20.968
air_670a0c1c4108bcea_2017-05-31,21.603
air_671b4bea84dafb67_2017-04-23,19.808
air_671b4bea84dafb67_2017-04-24,22.098
air_671b4bea84dafb67_2017-04-25,22.374
air_671b4bea84dafb67_2017-04-26,23.252
air_671b4bea84dafb67_2017-04-27,23.443
air_671b4bea84dafb67_2017-04-28,24.865
air_671b4bea84dafb67_2017-04-29,22.727
air_671b4bea84dafb67_2017-04-30,19.808
air_671b4bea84dafb67_2017-05-01,22.098
air_671b4bea84dafb67_2017-05-02,22.374
air_671b4bea84dafb67_2017-05-03,23.252
air_671b4bea84dafb67_2017-05-04,23.443
air_671b4bea84dafb67_2017-05-05,24.865
air_671b4bea84dafb67_2017-05-06,22.727
air_671b4bea84dafb67_2017-05-07,19.808
air_671b4bea84dafb67_2017-05-08,22.098
air_671b4bea84dafb67_2017-05-09,22.374
air_671b4bea84dafb67_2017-05-10,23.252
air_671b4bea84dafb67_2017-05-11,23.443
air_671b4bea84dafb67_2017-05-12,24.865
air_671b4bea84dafb67_2017-05-13,22.727
air_671b4bea84dafb67_2017-05-14,19.808
air_671b4bea84dafb67_2017-05-15,22.098
air_671b4bea84dafb67_2017-05-16,22.374
air_671b4bea84dafb67_2017-05-17,23.252
air_671b4bea84dafb67_2017-05-18,23.443
air_671b4bea84dafb67_2017-05-19,24.865
air_671b4bea84dafb67_2017-05-20,22.727
air_671b4bea84dafb67_2017-05-21,19.808
air_671b4bea84dafb67_2017-05-22,22.098
air_671b4bea84dafb67_2017-05-23,22.374
air_671b4bea84dafb67_2017-05-24,23.252
air_671b4bea84dafb67_2017-05-25,23.443
air_671b4bea84dafb67_2017-05-26,24.865
air_671b4bea84dafb67_2017-05-27,22.727
air_671b4bea84dafb67_2017-05-28,19.808
air_671b4bea84dafb67_2017-05-29,22.098
air_671b4bea84dafb67_2017-05-30,22.374
air_671b4bea84dafb67_2017-05-31,23.252
air_673acd9fa5e0dd78_2017-04-23,2.693
air_673acd9fa5e0dd78_2017-04-24,5.779
air_673acd9fa5e0dd78_2017-04-25,5.190
air_673acd9fa5e0dd78_2017-04-26,6.495
air_673acd9fa5e0dd78_2017-04-27,6.384
air_673acd9fa5e0dd78_2017-04-28,7.183
air_673acd9fa5e0dd78_2017-04-29,8.928
air_673acd9fa5e0dd78_2017-04-30,2.693
air_673acd9fa5e0dd78_2017-05-01,5.779
air_673acd9fa5e0dd78_2017-05-02,5.190
air_673acd9fa5e0dd78_2017-05-03,6.495
air_673acd9fa5e0dd78_2017-05-04,6.384
air_673acd9fa5e0dd78_2017-05-05,7.183
air_673acd9fa5e0dd78_2017-05-06,8.928
air_673acd9fa5e0dd78_2017-05-07,2.693
air_673acd9fa5e0dd78_2017-05-08,5.779
air_673acd9fa5e0dd78_2017-05-09,5.190
air_673acd9fa5e0dd78_2017-05-10,6.495
air_673acd9fa5e0dd78_2017-05-11,6.384
air_673acd9fa5e0dd78_2017-05-12,7.183
air_673acd9fa5e0dd78_2017-05-13,8.928
air_673acd9fa5e0dd78_2017-05-14,2.693
air_673acd9fa5e0dd78_2017-05-15,5.779
air_673acd9fa5e0dd78_2017-05-16,5.190
air_673acd9fa5e0dd78_2017-05-17,6.495
air_673acd9fa5e0dd78_2017-05-18,6.384
air_673acd9fa5e0dd78_2017-05-19,7.183
air_673acd9fa5e0dd78_2017-05-20,8.928
air_673acd9fa5e0dd78_2017-05-21,2.693
air_673acd9fa5e0dd78_2017-05-22,5.779
air_673acd9fa5e0dd78_2017-05-23,5.190
air_673acd9fa5e0dd78_2017-05-24,6.495
air_673acd9fa5e0dd78_2017-05-25,6.384
air_673acd9fa5e0dd78_2017-05-26,7.183
air_673acd9fa5e0dd78_2017-05-27,8.928
air_673acd9fa5e0dd78_2017-05-28,2.693
air_673acd9fa5e0dd78_2017-05-29,5.779
air_673acd9fa5e0dd78_2017-05-30,5.190
air_673acd9fa5e0dd78_2017-05-31,6.495
air_67483104fa38ef6c_2017-04-23,42.311
air_67483104fa38ef6c_2017-04-24,25.720
air_67483104fa38ef6c_2017-04-25,20.913
air_67483104fa38ef6c_2017-04-26,24.095
air_67483104fa38ef6c_2017-04-27,37.103
air_67483104fa38ef6c_2017-04-28,21.359
air_67483104fa38ef6c_2017-04-29,32.590
air_67483104fa38ef6c_2017-04-30,42.311
air_67483104fa38ef6c_2017-05-01,25.720
air_67483104fa38ef6c_2017-05-02,20.913
air_67483104fa38ef6c_2017-05-03,24.095
air_67483104fa38ef6c_2017-05-04,37.103
air_67483104fa38ef6c_2017-05-05,21.359
air_67483104fa38ef6c_2017-05-06,32.590
air_67483104fa38ef6c_2017-05-07,42.311
air_67483104fa38ef6c_2017-05-08,25.720
air_67483104fa38ef6c_2017-05-09,20.913
air_67483104fa38ef6c_2017-05-10,24.095
air_67483104fa38ef6c_2017-05-11,37.103
air_67483104fa38ef6c_2017-05-12,21.359
air_67483104fa38ef6c_2017-05-13,32.590
air_67483104fa38ef6c_2017-05-14,42.311
air_67483104fa38ef6c_2017-05-15,25.720
air_67483104fa38ef6c_2017-05-16,20.913
air_67483104fa38ef6c_2017-05-17,24.095
air_67483104fa38ef6c_2017-05-18,37.103
air_67483104fa38ef6c_2017-05-19,21.359
air_67483104fa38ef6c_2017-05-20,32.590
air_67483104fa38ef6c_2017-05-21,42.311
air_67483104fa38ef6c_2017-05-22,25.720
air_67483104fa38ef6c_2017-05-23,20.913
air_67483104fa38ef6c_2017-05-24,24.095
air_67483104fa38ef6c_2017-05-25,37.103
air_67483104fa38ef6c_2017-05-26,21.359
air_67483104fa38ef6c_2017-05-27,32.590
air_67483104fa38ef6c_2017-05-28,42.311
air_67483104fa38ef6c_2017-05-29,25.720
air_67483104fa38ef6c_2017-05-30,20.913
air_67483104fa38ef6c_2017-05-31,24.095
air_675aa35cba456fd1_2017-04-23,0.000
air_675aa35cba456fd1_2017-04-24,35.394
air_675aa35cba456fd1_2017-04-25,35.925
air_675aa35cba456fd1_2017-04-26,40.457
air_675aa35cba456fd1_2017-04-27,38.188
air_675aa35cba456fd1_2017-04-28,46.710
air_675aa35cba456fd1_2017-04-29,9.298
air_675aa35cba456fd1_2017-04-30,0.000
air_675aa35cba456fd1_2017-05-01,35.394
air_675aa35cba456fd1_2017-05-02,35.925
air_675aa35cba456fd1_2017-05-03,40.457
air_675aa35cba456fd1_2017-05-04,38.188
air_675aa35cba456fd1_2017-05-05,46.710
air_675aa35cba456fd1_2017-05-06,9.298
air_675aa35cba456fd1_2017-05-07,0.000
air_675aa35cba456fd1_2017-05-08,35.394
air_675aa35cba456fd1_2017-05-09,35.925
air_675aa35cba456fd1_2017-05-10,40.457
air_675aa35cba456fd1_2017-05-11,38.188
air_675aa35cba456fd1_2017-05-12,46.710
air_675aa35cba456fd1_2017-05-13,9.298
air_675aa35cba456fd1_2017-05-14,0.000
air_675aa35cba456fd1_2017-05-15,35.394
air_675aa35cba456fd1_2017-05-16,35.925
air_675aa35cba456fd1_2017-05-17,40.457
air_675aa35cba456fd1_2017-05-18,38.188
air_675aa35cba456fd1_2017-05-19,46.710
air_675aa35cba456fd1_2017-05-20,9.298
air_675aa35cba456fd1_2017-05-21,0.000
air_675aa35cba456fd1_2017-05-22,35.394
air_675aa35cba456fd1_2017-05-23,35.925
air_675aa35cba456fd1_2017-05-24,40.457
air_675aa35cba456fd1_2017-05-25,38.188
air_675aa35cba456fd1_2017-05-26,46.710
air_675aa35cba456fd1_2017-05-27,9.298
air_675aa35cba456fd1_2017-05-28,0.000
air_675aa35cba456fd1_2017-05-29,35.394
air_675aa35cba456fd1_2017-05-30,35.925
air_675aa35cba456fd1_2017-05-31,40.457
air_67f87c159d9e2ee2_2017-04-23,45.876
air_67f87c159d9e2ee2_2017-04-24,24.759
air_67f87c159d9e2ee2_2017-04-25,27.745
air_67f87c159d9e2ee2_2017-04-26,32.033
air_67f87c159d9e2ee2_2017-04-27,30.611
air_67f87c159d9e2ee2_2017-04-28,49.383
air_67f87c159d9e2ee2_2017-04-29,63.301
air_67f87c159d9e2ee2_2017-04-30,45.876
air_67f87c159d9e2ee2_2017-05-01,24.759
air_67f87c159d9e2ee2_2017-05-02,27.745
air_67f87c159d9e2ee2_2017-05-03,32.033
air_67f87c159d9e2ee2_2017-05-04,30.611
air_67f87c159d9e2ee2_2017-05-05,49.383
air_67f87c159d9e2ee2_2017-05-06,63.301
air_67f87c159d9e2ee2_2017-05-07,45.876
air_67f87c159d9e2ee2_2017-05-08,24.759
air_67f87c159d9e2ee2_2017-05-09,27.745
air_67f87c159d9e2ee2_2017-05-10,32.033
air_67f87c159d9e2ee2_2017-05-11,30.611
air_67f87c159d9e2ee2_2017-05-12,49.383
air_67f87c159d9e2ee2_2017-05-13,63.301
air_67f87c159d9e2ee2_2017-05-14,45.876
air_67f87c159d9e2ee2_2017-05-15,24.759
air_67f87c159d9e2ee2_2017-05-16,27.745
air_67f87c159d9e2ee2_2017-05-17,32.033
air_67f87c159d9e2ee2_2017-05-18,30.611
air_67f87c159d9e2ee2_2017-05-19,49.383
air_67f87c159d9e2ee2_2017-05-20,63.301
air_67f87c159d9e2ee2_2017-05-21,45.876
air_67f87c159d9e2ee2_2017-05-22,24.759
air_67f87c159d9e2ee2_2017-05-23,27.745
air_67f87c159d9e2ee2_2017-05-24,32.033
air_67f87c159d9e2ee2_2017-05-25,30.611
air_67f87c159d9e2ee2_2017-05-26,49.383
air_67f87c159d9e2ee2_2017-05-27,63.301
air_67f87c159d9e2ee2_2017-05-28,45.876
air_67f87c159d9e2ee2_2017-05-29,24.759
air_67f87c159d9e2ee2_2017-05-30,27.745
air_67f87c159d9e2ee2_2017-05-31,32.033
air_68147db09287bf74_2017-04-23,17.136
air_68147db09287bf74_2017-04-24,0.000
air_68147db09287bf74_2017-04-25,11.405
air_68147db09287bf74_2017-04-26,11.025
air_68147db09287bf74_2017-04-27,10.513
air_68147db09287bf74_2017-04-28,12.823
air_68147db09287bf74_2017-04-29,21.534
air_68147db09287bf74_2017-04-30,17.136
air_68147db09287bf74_2017-05-01,0.000
air_68147db09287bf74_2017-05-02,11.405
air_68147db09287bf74_2017-05-03,11.025
air_68147db09287bf74_2017-05-04,10.513
air_68147db09287bf74_2017-05-05,12.823
air_68147db09287bf74_2017-05-06,21.534
air_68147db09287bf74_2017-05-07,17.136
air_68147db09287bf74_2017-05-08,0.000
air_68147db09287bf74_2017-05-09,11.405
air_68147db09287bf74_2017-05-10,11.025
air_68147db09287bf74_2017-05-11,10.513
air_68147db09287bf74_2017-05-12,12.823
air_68147db09287bf74_2017-05-13,21.534
air_68147db09287bf74_2017-05-14,17.136
air_68147db09287bf74_2017-05-15,0.000
air_68147db09287bf74_2017-05-16,11.405
air_68147db09287bf74_2017-05-17,11.025
air_68147db09287bf74_2017-05-18,10.513
air_68147db09287bf74_2017-05-19,12.823
air_68147db09287bf74_2017-05-20,21.534
air_68147db09287bf74_2017-05-21,17.136
air_68147db09287bf74_2017-05-22,0.000
air_68147db09287bf74_2017-05-23,11.405
air_68147db09287bf74_2017-05-24,11.025
air_68147db09287bf74_2017-05-25,10.513
air_68147db09287bf74_2017-05-26,12.823
air_68147db09287bf74_2017-05-27,21.534
air_68147db09287bf74_2017-05-28,17.136
air_68147db09287bf74_2017-05-29,0.000
air_68147db09287bf74_2017-05-30,11.405
air_68147db09287bf74_2017-05-31,11.025
air_681b0c56328dd2af_2017-04-23,42.620
air_681b0c56328dd2af_2017-04-24,23.729
air_681b0c56328dd2af_2017-04-25,25.457
air_681b0c56328dd2af_2017-04-26,4.093
air_681b0c56328dd2af_2017-04-27,23.250
air_681b0c56328dd2af_2017-04-28,23.911
air_681b0c56328dd2af_2017-04-29,39.245
air_681b0c56328dd2af_2017-04-30,42.620
air_681b0c56328dd2af_2017-05-01,23.729
air_681b0c56328dd2af_2017-05-02,25.457
air_681b0c56328dd2af_2017-05-03,4.093
air_681b0c56328dd2af_2017-05-04,23.250
air_681b0c56328dd2af_2017-05-05,23.911
air_681b0c56328dd2af_2017-05-06,39.245
air_681b0c56328dd2af_2017-05-07,42.620
air_681b0c56328dd2af_2017-05-08,23.729
air_681b0c56328dd2af_2017-05-09,25.457
air_681b0c56328dd2af_2017-05-10,4.093
air_681b0c56328dd2af_2017-05-11,23.250
air_681b0c56328dd2af_2017-05-12,23.911
air_681b0c56328dd2af_2017-05-13,39.245
air_681b0c56328dd2af_2017-05-14,42.620
air_681b0c56328dd2af_2017-05-15,23.729
air_681b0c56328dd2af_2017-05-16,25.457
air_681b0c56328dd2af_2017-05-17,4.093
air_681b0c56328dd2af_2017-05-18,23.250
air_681b0c56328dd2af_2017-05-19,23.911
air_681b0c56328dd2af_2017-05-20,39.245
air_681b0c56328dd2af_2017-05-21,42.620
air_681b0c56328dd2af_2017-05-22,23.729
air_681b0c56328dd2af_2017-05-23,25.457
air_681b0c56328dd2af_2017-05-24,4.093
air_681b0c56328dd2af_2017-05-25,23.250
air_681b0c56328dd2af_2017-05-26,23.911
air_681b0c56328dd2af_2017-05-27,39.245
air_681b0c56328dd2af_2017-05-28,42.620
air_681b0c56328dd2af_2017-05-29,23.729
air_681b0c56328dd2af_2017-05-30,25.457
air_681b0c56328dd2af_2017-05-31,4.093
